unit_id,essay_file,sentence_id,sentence_text,sentence_with_boundry,error_span,n_annotators,annotators,gold_expression,gold_discourse,gold_meaning,expression_confidence,discourse_confidence,meaning_confidence,row_ambiguity,expr_votes_sum,disc_votes_sum,mean_votes_sum,label_signature
KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx||2,KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx,2,"I do not agree about smoking on campus Nonsmokers are more than smokers in campus So smokers damage to nonsmokers about health And because Smoking is bad for health, for their health, must quit smoking.","I do not agree about smoking on campus /ERR/Nonsmokers are more than smokers in campus/ERR/ So smokers damage to nonsmokers about health And because Smoking is bad for health, for their health, must quit smoking.",Nonsmokers are more than smokers in campus,2,ST_01|ST_02,1,1,1,low,high,low,high,1,2,1,1_1_1
KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx||3,KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx,3,"I do not agree about smoking on campus Nonsmokers are more than smokers in campus So smokers damage to nonsmokers about health And because Smoking is bad for health, for their health, must quit smoking.","I do not agree about smoking on campus Nonsmokers are more than smokers in campus So smokers /ERR/damage to nonsmokers about health/ERR/ And because Smoking is bad for health, for their health, must quit smoking.",damage to nonsmokers about health,2,ST_01|ST_02,1,1,0,low,high,high,high,1,2,0,1_1_0
KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx||4,KOR_B1_1 - Smoking - WE_KOR_SMK0_008_B1_1.xlsx,4,"I do not agree about smoking on campus Nonsmokers are more than smokers in campus So smokers damage to nonsmokers about health And because Smoking is bad for health, for their health, must quit smoking.","I do not agree about smoking on campus Nonsmokers are more than smokers in campus So smokers damage to nonsmokers about health And because Smoking is bad for health, /ERR/for their health, must quit smoking/ERR/.","for their health, must quit smoking",2,ST_01|ST_02,1,1,0,high,low,high,high,2,1,0,1_1_0
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||1,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,1,"January 1, 2008, a month ahead these days, Germany's smokers make depressing.","January 1, 2008, /ERR/a month ahead these days/ERR/, Germany's smokers make depressing.",a month ahead these days,2,ST_13|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||2,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,2,"January 1, 2008, a month ahead these days, Germany's smokers make depressing.","January 1, 2008, a month ahead these days, Germany's smokers /ERR/make depressing/ERR/.",make depressing,2,ST_13|ST_14,1,1,1,high,high,low,high,2,2,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||3,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,3,"In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, 2008 January 1 is a non-smoker Protection Act this fermentation, the above in place if you smoke, smokers 100 euros, and giving 1, 000 euros sales Meissen.","/ERR/In the meantime, such as a restaurant or bar, smokers smoking naturally, but can/ERR/, 2008 January 1 is a non-smoker Protection Act this fermentation, the above in place if you smoke, smokers 100 euros, and giving 1, 000 euros sales Meissen.","In the meantime, such as a restaurant or bar, smokers smoking naturally, but can",2,ST_13|ST_14,1,1,1,low,high,low,high,1,2,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||4,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,4,"In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, 2008 January 1 is a non-smoker Protection Act this fermentation, the above in place if you smoke, smokers 100 euros, and giving 1, 000 euros sales Meissen.","In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, /ERR/2008 January 1 is a non-smoker Protection Act this fermentation/ERR/, the above in place if you smoke, smokers 100 euros, and giving 1, 000 euros sales Meissen.",2008 January 1 is a non-smoker Protection Act this fermentation,2,ST_13|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||5,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,5,"In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, 2008 January 1 is a non-smoker Protection Act this fermentation, the above in place if you smoke, smokers 100 euros, and giving 1, 000 euros sales Meissen.","In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, 2008 January 1 is a non-smoker Protection Act this fermentation, /ERR/the above in place if you smoke/ERR/, smokers 100 euros, and giving 1, 000 euros sales Meissen.",the above in place if you smoke,2,ST_13|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||6,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,6,"In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, 2008 January 1 is a non-smoker Protection Act this fermentation, the above in place if you smoke, smokers 100 euros, and giving 1, 000 euros sales Meissen.","In the meantime, such as a restaurant or bar, smokers smoking naturally, but can, 2008 January 1 is a non-smoker Protection Act this fermentation, the above in place if you smoke, smokers 100 euros, and /ERR/giving 1, 000 euros sales Meissen/ERR/.","giving 1, 000 euros sales Meissen",2,ST_13|ST_14,1,1,1,low,high,high,high,1,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||7,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,7,"Smokers looked previously and inconvenience of restaurants and bars of guests through reduced, opening day even tracks sales at a loss, however, and restaurant or bar, and a separate smoking space to create and operate their case, where smoking is legitimate.","/ERR/Smokers looked previously and inconvenience of restaurants and bars of guests through reduced/ERR/, opening day even tracks sales at a loss, however, and restaurant or bar, and a separate smoking space to create and operate their case, where smoking is legitimate.",Smokers looked previously and inconvenience of restaurants and bars of guests through reduced,2,ST_13|ST_14,1,1,1,high,high,low,high,2,2,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||8,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,8,"Smokers looked previously and inconvenience of restaurants and bars of guests through reduced, opening day even tracks sales at a loss, however, and restaurant or bar, and a separate smoking space to create and operate their case, where smoking is legitimate.","Smokers looked previously and inconvenience of restaurants and bars of guests through reduced, /ERR/opening day even tracks sales at a loss/ERR/, however, and restaurant or bar, and a separate smoking space to create and operate their case, where smoking is legitimate.",opening day even tracks sales at a loss,2,ST_13|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||9,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,9,"Smokers looked previously and inconvenience of restaurants and bars of guests through reduced, opening day even tracks sales at a loss, however, and restaurant or bar, and a separate smoking space to create and operate their case, where smoking is legitimate.","Smokers looked previously and inconvenience of restaurants and bars of guests through reduced, opening day even tracks sales at a loss, however, and restaurant or bar, and /ERR/a separate smoking space to create and operate their case/ERR/, where smoking is legitimate.",a separate smoking space to create and operate their case,2,ST_13|ST_14,1,1,1,high,low,high,high,2,1,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||10,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,10,"As a result, small business chapter wool award will invariably have just been deleted.","/ERR/As a result, small business chapter wool award will invariably have just been deleted/ERR/.","As a result, small business chapter wool award will invariably have just been deleted",2,ST_13|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||11,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,11,"Eonjebuteonga smokers for tolerance in our society landless, care for smokers (?) seems to be getting the space to be reduced.","/ERR/Eonjebuteonga smokers for tolerance in our society landless, care for smokers (?) seems to be getting the space to be reduced/ERR/.","Eonjebuteonga smokers for tolerance in our society landless, care for smokers (?) seems to be getting the space to be reduced",2,ST_13|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||12,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,12,"Non-smoking measures national health promoting health reason, but the European Union (EU) are eager to join to represent an already non-smoking measures taken by the other EU countries and policy coordination, it also means that it is strong.","/ERR/Non-smoking measures national health promoting health reason/ERR/, but the European Union (EU) are eager to join to represent an already non-smoking measures taken by the other EU countries and policy coordination, it also means that it is strong.",Non-smoking measures national health promoting health reason,2,ST_13|ST_14,1,1,1,high,high,low,high,2,2,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||13,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,13,"Non-smoking measures national health promoting health reason, but the European Union (EU) are eager to join to represent an already non-smoking measures taken by the other EU countries and policy coordination, it also means that it is strong.","Non-smoking measures national health promoting health reason, but /ERR/the European Union (EU) are eager to join to represent an already non-smoking measures taken by the other EU countries and policy coordination/ERR/, it also means that it is strong.",the European Union (EU) are eager to join to represent an already non-smoking measures taken by the other EU countries and policy coordination,2,ST_13|ST_14,1,1,1,high,low,high,high,2,1,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||14,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,14,"The overall opinion is non-smoking measures to support, but some people will resist.","The overall opinion is /ERR/non-smoking measures to support/ERR/, but some people will resist.",non-smoking measures to support,2,ST_13|ST_14,1,1,1,high,high,low,high,2,2,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||15,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,15,"Southwestern Turkey early this month, and the restaurant serves guests of cigarette turn saying the owner was shot and killed.","/ERR/Southwestern Turkey early this month/ERR/, and the restaurant serves guests of cigarette turn saying the owner was shot and killed.",Southwestern Turkey early this month,2,ST_13|ST_14,1,1,1,high,high,high,low,2,2,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||16,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,16,"Southwestern Turkey early this month, and the restaurant serves guests of cigarette turn saying the owner was shot and killed.","Southwestern Turkey early this month, and /ERR/the restaurant serves guests of cigarette turn saying the owner was shot and killed/ERR/.",the restaurant serves guests of cigarette turn saying the owner was shot and killed,2,ST_13|ST_14,1,1,1,high,low,high,high,2,1,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||17,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,17,"18, protest government emerging from difficult coffee shop and restaurant owners are more difficult for accused with non-smoking measures have serious repercussions on the ruling party following elections would not take the threat of Iran has been released.","/ERR/18, protest government emerging from difficult coffee shop and restaurant owners are more difficult for accused with non-smoking measures have serious repercussions on the ruling party following elections would not take the threat of Iran has been released/ERR/.","18, protest government emerging from difficult coffee shop and restaurant owners are more difficult for accused with non-smoking measures have serious repercussions on the ruling party following elections would not take the threat of Iran has been released",2,ST_13|ST_14,1,1,1,high,low,high,high,2,1,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||18,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,18,"Unintentional restaurant or at the bar was held the tobacco in the fire, as well as opening day let damage because it can.","/ERR/Unintentional restaurant or at the bar was held the tobacco in the fire/ERR/, as well as opening day let damage because it can.",Unintentional restaurant or at the bar was held the tobacco in the fire,2,ST_13|ST_14,1,1,1,high,low,high,high,2,1,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||19,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,19,"Unintentional restaurant or at the bar was held the tobacco in the fire, as well as opening day let damage because it can.","Unintentional restaurant or at the bar was held the tobacco in the fire, as well as /ERR/opening day let damage because it can/ERR/.",opening day let damage because it can,2,ST_13|ST_14,1,1,1,high,high,low,high,2,2,1,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||20,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,20,Hundred years called smoking futile.,/ERR/Hundred years called smoking futile/ERR/.,Hundred years called smoking futile,2,ST_13|ST_14,1,1,1,low,low,high,high,1,1,2,1_1_1
KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx||21,KOR_B1_2 - Smoking - WE_KOR_SMK0_002_B1_2.xlsx,21,It is now up to place tobacco Phil seems to be getting bursts.,/ERR/It is now up to place tobacco Phil seems to be getting bursts/ERR/.,It is now up to place tobacco Phil seems to be getting bursts,2,ST_13|ST_14,1,1,1,high,low,high,high,2,1,2,1_1_1
